stage,model,scope,metric
16,xgb,cross-fitted development,permutation::repayment_status_june::rank
16,xgb,cross-fitted development,permutation::repayment_status_june::sd
16,xgb,cross-fitted development,permutation::repayment_status_may::mean
16,xgb,cross-fitted development,permutation::repayment_status_may::rank
16,xgb,cross-fitted development,permutation::repayment_status_may::sd
16,xgb,cross-fitted development,permutation::repayment_status_september::mean
16,xgb,cross-fitted development,permutation::repayment_status_september::rank
16,xgb,cross-fitted development,permutation::repayment_status_september::sd
16,xgb,cross-fitted development,permutation::sex::mean
16,xgb,cross-fitted development,permutation::sex::rank
16,xgb,cross-fitted development,permutation::sex::sd
16,xgb,final-refit development,native::age::importance
16,xgb,final-refit development,native::bill_amount_april::importance
16,xgb,final-refit development,native::bill_amount_august::importance
16,xgb,final-refit development,native::bill_amount_july::importance
16,xgb,final-refit development,native::bill_amount_june::importance
16,xgb,final-refit development,native::bill_amount_may::importance
16,xgb,final-refit development,native::bill_amount_september::importance
16,xgb,final-refit development,native::credit_limit::importance
16,xgb,final-refit development,native::education_level::importance
16,xgb,final-refit development,native::marital_status::importance
16,xgb,final-refit development,native::payment_amount_april::importance
16,xgb,final-refit development,native::payment_amount_august::importance
16,xgb,final-refit development,native::payment_amount_july::importance
16,xgb,final-refit development,native::payment_amount_june::importance
16,xgb,final-refit development,native::payment_amount_may::importance
16,xgb,final-refit development,native::payment_amount_september::importance
16,xgb,final-refit development,native::repayment_status_april::importance
16,xgb,final-refit development,native::repayment_status_august::importance
16,xgb,final-refit development,native::repayment_status_july::importance
16,xgb,final-refit development,native::repayment_status_june::importance
16,xgb,final-refit development,native::repayment_status_may::importance
16,xgb,final-refit development,native::repayment_status_september::importance
16,xgb,final-refit development,native::sex::importance
16,xgb,final-refit development,shap::age::direction_rho
16,xgb,final-refit development,shap::age::mean_absolute
16,xgb,final-refit development,shap::age::mean_signed
16,xgb,final-refit development,shap::age::rank
16,xgb,final-refit development,shap::bill_amount_april::direction_rho
16,xgb,final-refit development,shap::bill_amount_april::mean_absolute
16,xgb,final-refit development,shap::bill_amount_april::mean_signed
16,xgb,final-refit development,shap::bill_amount_april::rank
16,xgb,final-refit development,shap::bill_amount_august::direction_rho
16,xgb,final-refit development,shap::bill_amount_august::mean_absolute
16,xgb,final-refit development,shap::bill_amount_august::mean_signed
16,xgb,final-refit development,shap::bill_amount_august::rank
16,xgb,final-refit development,shap::bill_amount_july::direction_rho
16,xgb,final-refit development,shap::bill_amount_july::mean_absolute
16,xgb,final-refit development,shap::bill_amount_july::mean_signed
16,xgb,final-refit development,shap::bill_amount_july::rank
16,xgb,final-refit development,shap::bill_amount_june::direction_rho
16,xgb,final-refit development,shap::bill_amount_june::mean_absolute
16,xgb,final-refit development,shap::bill_amount_june::mean_signed
16,xgb,final-refit development,shap::bill_amount_june::rank
16,xgb,final-refit development,shap::bill_amount_may::direction_rho
16,xgb,final-refit development,shap::bill_amount_may::mean_absolute
16,xgb,final-refit development,shap::bill_amount_may::mean_signed
16,xgb,final-refit development,shap::bill_amount_may::rank
16,xgb,final-refit development,shap::bill_amount_september::direction_rho
16,xgb,final-refit development,shap::bill_amount_september::mean_absolute
16,xgb,final-refit development,shap::bill_amount_september::mean_signed
16,xgb,final-refit development,shap::bill_amount_september::rank
16,xgb,final-refit development,shap::credit_limit::direction_rho
16,xgb,final-refit development,shap::credit_limit::mean_absolute
16,xgb,final-refit development,shap::credit_limit::mean_signed
16,xgb,final-refit development,shap::credit_limit::rank
16,xgb,final-refit development,shap::education_level::direction_rho
16,xgb,final-refit development,shap::education_level::mean_absolute
16,xgb,final-refit development,shap::education_level::mean_signed
16,xgb,final-refit development,shap::education_level::rank
16,xgb,final-refit development,shap::marital_status::direction_rho
16,xgb,final-refit development,shap::marital_status::mean_absolute
16,xgb,final-refit development,shap::marital_status::mean_signed
16,xgb,final-refit development,shap::marital_status::rank
16,xgb,final-refit development,shap::payment_amount_april::direction_rho
16,xgb,final-refit development,shap::payment_amount_april::mean_absolute
16,xgb,final-refit development,shap::payment_amount_april::mean_signed
16,xgb,final-refit development,shap::payment_amount_april::rank
16,xgb,final-refit development,shap::payment_amount_august::direction_rho
16,xgb,final-refit development,shap::payment_amount_august::mean_absolute
16,xgb,final-refit development,shap::payment_amount_august::mean_signed
16,xgb,final-refit development,shap::payment_amount_august::rank
16,xgb,final-refit development,shap::payment_amount_july::direction_rho
16,xgb,final-refit development,shap::payment_amount_july::mean_absolute
16,xgb,final-refit development,shap::payment_amount_july::mean_signed
16,xgb,final-refit development,shap::payment_amount_july::rank
16,xgb,final-refit development,shap::payment_amount_june::direction_rho
16,xgb,final-refit development,shap::payment_amount_june::mean_absolute
16,xgb,final-refit development,shap::payment_amount_june::mean_signed
16,xgb,final-refit development,shap::payment_amount_june::rank
16,xgb,final-refit development,shap::payment_amount_may::direction_rho
16,xgb,final-refit development,shap::payment_amount_may::mean_absolute
16,xgb,final-refit development,shap::payment_amount_may::mean_signed
16,xgb,final-refit development,shap::payment_amount_may::rank
16,xgb,final-refit development,shap::payment_amount_september::direction_rho
16,xgb,final-refit development,shap::payment_amount_september::mean_absolute
16,xgb,final-refit development,shap::payment_amount_september::mean_signed
16,xgb,final-refit development,shap::payment_amount_september::rank
16,xgb,final-refit development,shap::repayment_status_april::direction_rho
16,xgb,final-refit development,shap::repayment_status_april::mean_absolute
16,xgb,final-refit development,shap::repayment_status_april::mean_signed
16,xgb,final-refit development,shap::repayment_status_april::rank
16,xgb,final-refit development,shap::repayment_status_august::direction_rho
16,xgb,final-refit development,shap::repayment_status_august::mean_absolute
16,xgb,final-refit development,shap::repayment_status_august::mean_signed
16,xgb,final-refit development,shap::repayment_status_august::rank
16,xgb,final-refit development,shap::repayment_status_july::direction_rho
16,xgb,final-refit development,shap::repayment_status_july::mean_absolute
16,xgb,final-refit development,shap::repayment_status_july::mean_signed
16,xgb,final-refit development,shap::repayment_status_july::rank
16,xgb,final-refit development,shap::repayment_status_june::direction_rho
16,xgb,final-refit development,shap::repayment_status_june::mean_absolute
16,xgb,final-refit development,shap::repayment_status_june::mean_signed
16,xgb,final-refit development,shap::repayment_status_june::rank
16,xgb,final-refit development,shap::repayment_status_may::direction_rho
16,xgb,final-refit development,shap::repayment_status_may::mean_absolute
16,xgb,final-refit development,shap::repayment_status_may::mean_signed
16,xgb,final-refit development,shap::repayment_status_may::rank
16,xgb,final-refit development,shap::repayment_status_september::direction_rho
16,xgb,final-refit development,shap::repayment_status_september::mean_absolute
16,xgb,final-refit development,shap::repayment_status_september::mean_signed
16,xgb,final-refit development,shap::repayment_status_september::rank
16,xgb,final-refit development,shap::sex::direction_rho
16,xgb,final-refit development,shap::sex::mean_absolute
16,xgb,final-refit development,shap::sex::mean_signed
16,xgb,final-refit development,shap::sex::rank
16,xgb,interpretability summary,calibration_slope
16,xgb,interpretability summary,n_features_used
16,xgb,interpretability summary,n_leaves
16,xgb,interpretability summary,n_nonzero_coef
16,xgb,interpretability summary,native_vs_perm_rank_corr
16,xgb,interpretability summary,perm_vs_shap_rank_corr
16,xgb,interpretability summary,top10_overlap_dt
16,xgb,interpretability summary,top10_overlap_lr
16,xgb,interpretability summary,top10_overlap_rf
16,xgb,interpretability summary,top10_overlap_xgb
16,xgb,interpretability summary,tree_depth
17,dt,structural findings,dt_best_older_bill_permutation_rank
17,dt,structural findings,dt_top3_positive_permutation_share
17,lr,structural findings,lr_top3_positive_permutation_share
17,rf,structural findings,rf_best_older_bill_permutation_rank
17,rf,structural findings,rf_top3_positive_permutation_share
17,xgb,structural findings,xgb_best_older_bill_permutation_rank
17,xgb,structural findings,xgb_top3_positive_permutation_share
